experiment_id,dataset,split,model_name,commit,metric_name,metric_value,seed,B,epoch
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5107,42,NaN,83
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4761,42,NaN,84
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5131,42,NaN,84
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4785,42,NaN,85
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5086,42,NaN,85
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4684,42,NaN,86
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5062,42,NaN,86
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4680,42,NaN,87
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5083,42,NaN,87
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.5635,42,NaN,88
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.6007,42,NaN,88
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4628,42,NaN,89
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.4960,42,NaN,89
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4616,42,NaN,90
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5023,42,NaN,90
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4690,42,NaN,91
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5052,42,NaN,91
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4608,42,NaN,92
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.4975,42,NaN,92
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4641,42,NaN,93
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5051,42,NaN,93
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4648,42,NaN,94
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5038,42,NaN,94
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.5176,42,NaN,95
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5523,42,NaN,95
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.5089,42,NaN,96
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5467,42,NaN,96
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4555,42,NaN,97
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.4920,42,NaN,97
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.5038,42,NaN,98
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5279,42,NaN,98
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4961,42,NaN,99
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5227,42,NaN,99
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4720,42,NaN,100
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.5007,42,NaN,100
zinc_regression_all_epocjs,ZINC_SMALL,train,VanillaGNN,N/A,mae,0.4681,42,NaN,101
zinc_regression_all_epocjs,ZINC_SMALL,val,VanillaGNN,N/A,mae,0.4997,42,NaN,101
zinc_regression_all_epocjs,ZINC_SMALL,test,VanillaGNN,N/A,mae,0.5194,42,NaN,97
zinc_regression_all_epocjs,ZINC_SMALL,test,VanillaGNN,N/A,r2,0.6814,42,NaN,97
